INSERT INTO OrderHeader (order_id, shop_id, orderStatus_id, date) 
VALUES
	(1,1,1,'2021-01-04');

INSERT INTO OrderDetail (order_id, shop_id, product_id, supplier_id, qty) 
	VALUES
	(1,1,15,3,93),
	(1,1,16,3,69),
	(1,1,35,3,116),
	(1,1,48,3,109),
	(1,1,57,8,42),
	(1,1,91,7,25),
	(1,1,102,6,10),
	(1,1,113,7,102),
	(1,1,128,6,1),
	(1,1,132,7,41),
	(1,1,166,7,56),
	(1,1,207,3,64),
	(1,1,243,7,58),
	(1,1,245,5,107),
	(1,1,255,7,59),
	(1,1,273,1,29),
	(1,1,301,6,34),
	(1,1,315,7,113),
	(1,1,320,4,122),
	(1,1,331,5,98),
	(1,1,344,2,119),
	(1,1,390,5,42),
	(1,1,397,5,46),
	(1,1,416,9,23),
	(1,1,438,9,100),
	(1,1,445,2,80),
	(1,1,501,3,58),
	(1,1,528,5,115),
	(1,1,675,1,74),
	(1,1,713,1,15),
	(1,1,868,9,86),
	(1,1,943,3,42),
	(1,1,987,4,57),
	(1,1,1036,9,58),
	(1,1,1066,3,6),
	(1,1,1086,3,38),
	(1,1,1118,9,69),
	(1,1,1131,3,105),
	(1,1,1142,8,77),
	(1,1,1188,9,126),
	(1,1,1189,2,37),
	(1,1,1205,6,115),
	(1,1,1234,9,30),
	(1,1,1239,1,77),
	(1,1,1281,6,103),
	(1,1,1296,6,7),
	(1,1,1305,2,59),
	(1,1,1317,8,10),
	(1,1,1321,3,111),
	(1,1,1326,7,56),
	(1,1,1333,8,114),
	(1,1,1336,7,17),
	(1,1,1349,9,103),
	(1,1,1350,2,101),
	(1,1,1365,3,89),
	(1,1,1392,6,15),
	(1,1,1427,7,90),
	(1,1,1429,7,113),
	(1,1,1431,7,37),
	(1,1,1484,3,49),
	(1,1,1506,9,32),
	(1,1,1533,5,80),
	(1,1,1551,6,90),
	(1,1,1553,9,101),
	(1,1,1578,5,11),
	(1,1,1608,2,33),
	(1,1,1619,1,85),
	(1,1,1628,3,47),
	(1,1,1636,9,76),
	(1,1,1665,3,53),
	(1,1,1672,7,127),
	(1,1,1702,1,84),
	(1,1,1744,7,47),
	(1,1,1747,3,5),
	(1,1,1764,5,118),
	(1,1,1804,1,49),
	(1,1,1814,7,54),
	(1,1,1839,5,80),
	(1,1,1892,1,8),
	(1,1,1915,1,64),
	(1,1,1922,5,15),
	(1,1,1937,3,10),
	(1,1,1953,4,95),
	(1,1,1963,5,112),
	(1,1,1968,1,47),
	(1,1,1998,1,53),
	(1,1,2012,8,62),
	(1,1,2038,6,108),
	(1,1,2049,8,99),
	(1,1,2074,1,106),
	(1,1,2094,3,112),
	(1,1,2108,7,97),
	(1,1,2146,5,53),
	(1,1,2228,2,106),
	(1,1,2231,2,114),
	(1,1,2246,5,113),
	(1,1,2276,9,72),
	(1,1,2297,9,8),
	(1,1,2308,3,6),
	(1,1,2309,5,4),
	(1,1,2335,3,33),
	(1,1,2341,5,19),
	(1,1,2420,3,68),
	(1,1,2423,7,37),
	(1,1,2447,7,122),
	(1,1,2561,9,89),
	(1,1,2561,1,18),
	(1,1,2617,3,49),
	(1,1,2708,1,83),
	(1,1,2716,8,29),
	(1,1,2720,7,19),
	(1,1,2730,8,93),
	(1,1,2756,3,88),
	(1,1,2836,6,47),
	(1,1,2844,9,9),
	(1,1,2883,7,29),
	(1,1,2887,2,96),
	(1,1,2889,1,76),
	(1,1,2891,8,113),
	(1,1,2902,7,5),
	(1,1,2963,2,104),
	(1,1,2963,9,62),
	(1,1,2978,7,1),
	(1,1,2995,7,52),
	(1,1,3065,5,114),
	(1,1,3102,1,9),
	(1,1,3160,9,55),
	(1,1,3173,8,120),
	(1,1,3214,9,92),
	(1,1,3226,2,109),
	(1,1,3238,7,62),
	(1,1,3278,6,81),
	(1,1,3288,8,116),
	(1,1,3301,1,15),
	(1,1,3340,1,103),
	(1,1,3341,4,105),
	(1,1,3347,1,89),
	(1,1,3350,8,65),
	(1,1,3383,9,35),
	(1,1,3395,1,7),
	(1,1,3439,2,16),
	(1,1,3470,3,120),
	(1,1,3523,2,39),
	(1,1,3574,6,109),
	(1,1,3580,1,66),
	(1,1,3582,1,113),
	(1,1,3614,4,52),
	(1,1,3625,5,29),
	(1,1,3636,7,42),
