-- INVOICE STATUS AND INVOICE ID SHOULD BE DELETED HERE (SHOULD BE AUTOMATICLY CALCULATED)
INSERT INTO InvoiceHeader(invoice_id, shop_id, supplier_id, invoiceStatus_id, date)
VALUES
	(1,1,1,2,'2021-01-01'),
	(2,1,2,2,'2021-01-01'),
	(3,1,3,2,'2021-01-01'),
	(4,1,4,2,'2021-01-01'),
	(5,1,5,2,'2021-01-01'),
	(6,1,6,2,'2021-01-01'),
	(7,1,7,2,'2021-01-01'),
	(8,1,1,2,'2021-01-01'),
	(9,1,4,2,'2021-01-01'),
	(10,1,5,2,'2021-01-01'),
	(11,1,6,2,'2021-01-01'),
	(12,1,7,2,'2021-01-01'),
	(13,1,6,2,'2021-01-01'),
	(14,1,7,2,'2021-01-01'),
	(15,1,1,2,'2021-01-01'),
	(16,1,4,2,'2021-01-01'),
	(17,1,2,2,'2021-01-01'),
	(18,1,3,1,'2021-01-02'),
	(19,1,4,1,'2021-01-02'),
	(20,1,7,1,'2021-01-02');



-- BARCODE AND PRODUCT_STATUS SHOULD BE DELETED HERE (SHOULD BE AUTOMATICLY CALCULATED)
INSERT INTO Product(barcode, shop_id, product_id, invoice_id, qty, productStatus_id)
VALUES
	(1,1,1045,1,45,2),
	(2,1,1121,1,121,2),
	(3,1,115,1,115,2),
	(4,1,2074,1,74,2),
	(5,1,11,1,11,2),
	(6,1,4020,1,20,2),
	(7,1,3091,1,91,2),
	(8,1,4086,1,86,2),
	(9,1,1025,1,25,2),
	(10,1,28,1,28,2),
	(11,1,36,1,36,2),
	(12,1,104,1,104,2),
	(13,1,4104,1,104,2),
	(14,1,66,1,66,2),
	(15,1,2032,1,32,2),
	(16,1,1114,1,114,2),
	(17,1,4109,1,109,2),
	(18,1,1093,1,93,2),
	(19,1,84,1,84,2),
	(20,1,1059,1,59,2),
	(21,1,2057,1,57,2),
	(22,1,3037,1,37,2),
	(23,1,4072,1,72,2),
	(24,1,1008,1,8,2),
	(25,1,4067,1,67,2),
	(26,1,3004,1,4,2),
	(27,1,3005,1,5,2),
	(28,1,113,1,113,2),
	(29,1,4024,1,24,2),
	(30,1,2122,1,122,2),
	(31,1,2067,1,67,2),
	(32,1,3072,1,72,2),
	(33,1,3033,1,33,2),
	(34,1,2097,1,97,2),
	(35,1,3015,1,15,2),
	(36,1,2125,1,125,2),
	(37,1,4057,1,57,2),
	(38,1,34,1,34,2),
	(39,1,3053,1,53,2),
	(40,1,21,1,21,2),
	(41,1,22,1,22,2),
	(42,1,3101,1,101,2),
	(43,1,4098,1,98,2),
	(44,1,4111,1,111,2),
	(45,1,4102,1,102,2),
	(46,1,4127,1,127,2),
	(47,1,4127,1,127,2),
	(48,1,2125,1,125,2),
	(49,1,4119,1,119,2),
	(50,1,1022,1,22,2),
	(51,1,2089,1,89,2),
	(52,1,3084,1,84,2),
	(53,1,2071,1,71,2),
	(54,1,1020,1,20,2),
	(55,1,117,1,117,2),
	(56,1,4097,1,97,2),
	(57,1,27,1,27,2),
	(58,1,3091,1,91,2),
	(59,1,2035,1,35,2),
	(60,1,12,1,12,2),
	(61,1,96,1,96,2),
	(62,1,2049,1,49,2),
	(63,1,4058,1,58,2),
	(64,1,3068,1,68,2),
	(65,1,1108,1,108,2),
	(66,1,2126,1,126,2),
	(67,1,115,1,115,2),
	(68,1,2076,1,76,2),
	(69,1,4068,1,68,2),
	(70,1,2098,1,98,2),
	(71,1,1095,1,95,2),
	(72,1,3127,1,127,2),
	(73,1,2031,1,31,2),
	(74,1,115,1,115,2),
	(75,1,3021,1,21,2),
	(76,1,4039,1,39,2),
	(77,1,46,1,46,2),
	(78,1,4077,1,77,2),
	(79,1,91,1,91,2),
	(80,1,1052,1,52,2),
	(81,1,2015,1,15,2),
	(82,1,29,1,29,2),
	(83,1,4035,1,35,2),
	(84,1,2064,1,64,2),
	(85,1,97,1,97,2),
	(86,1,3027,1,27,2),
	(87,1,4058,1,58,2),
	(88,1,1021,1,21,2),
	(89,1,4080,1,80,2),
	(90,1,2052,1,52,2),
